#start1	start2	end1	end2	size2	name2
3581737	11347	3581886	11496	11748	NODE_2_length_11748_cov_1.011074
3581947	11562	3581986	11601	11748	NODE_2_length_11748_cov_1.011074
3582012	11622	3582138	11748	11748	NODE_2_length_11748_cov_1.011074
550662	448	550723	509	21348	NODE_3_length_21348_cov_1.003059
1639486	11729	1639560	11803	21348	NODE_3_length_21348_cov_1.003059
1639963	12195	1640051	12283	21348	NODE_3_length_21348_cov_1.003059
1976603	12816	1976662	12875	21348	NODE_3_length_21348_cov_1.003059
1976663	12874	1976727	12938	21348	NODE_3_length_21348_cov_1.003059
1976773	12976	1976819	13022	21348	NODE_3_length_21348_cov_1.003059
1976820	13022	1976868	13070	21348	NODE_3_length_21348_cov_1.003059
1976911	13115	1976967	13171	21348	NODE_3_length_21348_cov_1.003059
1976999	13203	1977053	13257	21348	NODE_3_length_21348_cov_1.003059
4236397	16060	4236531	16194	21348	NODE_3_length_21348_cov_1.003059
4237172	16840	4237266	16934	21348	NODE_3_length_21348_cov_1.003059
1041372	180	1041437	245	21348	NODE_3_length_21348_cov_1.003059
1041553	367	1041673	487	21348	NODE_3_length_21348_cov_1.003059
1041686	498	1041740	552	21348	NODE_3_length_21348_cov_1.003059
1041749	562	1041787	600	21348	NODE_3_length_21348_cov_1.003059
1041788	603	1041855	670	21348	NODE_3_length_21348_cov_1.003059
1041863	677	1041983	797	21348	NODE_3_length_21348_cov_1.003059
1041975	788	1042043	856	21348	NODE_3_length_21348_cov_1.003059
1042139	966	1042210	1037	21348	NODE_3_length_21348_cov_1.003059
1042303	1132	1042398	1227	21348	NODE_3_length_21348_cov_1.003059
1042424	1256	1042462	1294	21348	NODE_3_length_21348_cov_1.003059
1042486	1314	1042559	1387	21348	NODE_3_length_21348_cov_1.003059
1042619	1455	1042664	1500	21348	NODE_3_length_21348_cov_1.003059
1042752	1589	1042856	1693	21348	NODE_3_length_21348_cov_1.003059
1042889	1725	1042941	1777	21348	NODE_3_length_21348_cov_1.003059
1042956	1792	1043018	1854	21348	NODE_3_length_21348_cov_1.003059
1043018	1856	1043070	1908	21348	NODE_3_length_21348_cov_1.003059
1043158	2003	1043193	2038	21348	NODE_3_length_21348_cov_1.003059
1043235	2080	1043297	2142	21348	NODE_3_length_21348_cov_1.003059
1043407	2251	1043445	2289	21348	NODE_3_length_21348_cov_1.003059
1043451	2294	1043517	2360	21348	NODE_3_length_21348_cov_1.003059
1043556	2405	1043599	2448	21348	NODE_3_length_21348_cov_1.003059
1043670	2528	1043716	2574	21348	NODE_3_length_21348_cov_1.003059
1043711	2567	1043798	2654	21348	NODE_3_length_21348_cov_1.003059
1043789	2646	1043923	2780	21348	NODE_3_length_21348_cov_1.003059
1043983	2841	1044029	2887	21348	NODE_3_length_21348_cov_1.003059
1044054	2917	1044137	3000	21348	NODE_3_length_21348_cov_1.003059
1044156	3018	1044196	3058	21348	NODE_3_length_21348_cov_1.003059
1044418	3284	1044493	3359	21348	NODE_3_length_21348_cov_1.003059
1044524	3390	1044601	3467	21348	NODE_3_length_21348_cov_1.003059
1044648	3506	1044685	3543	21348	NODE_3_length_21348_cov_1.003059
1044731	3587	1044778	3634	21348	NODE_3_length_21348_cov_1.003059
1044780	3634	1044836	3690	21348	NODE_3_length_21348_cov_1.003059
1044852	3707	1044884	3739	21348	NODE_3_length_21348_cov_1.003059
1044883	3737	1044966	3820	21348	NODE_3_length_21348_cov_1.003059
1044969	3827	1045022	3880	21348	NODE_3_length_21348_cov_1.003059
1045114	3978	1045164	4028	21348	NODE_3_length_21348_cov_1.003059
1045344	4207	1045479	4342	21348	NODE_3_length_21348_cov_1.003059
1045480	4344	1045525	4389	21348	NODE_3_length_21348_cov_1.003059
1045549	4411	1045648	4510	21348	NODE_3_length_21348_cov_1.003059
1045737	4604	1045772	4639	21348	NODE_3_length_21348_cov_1.003059
1045813	4680	1045885	4752	21348	NODE_3_length_21348_cov_1.003059
1045936	4802	1046029	4895	21348	NODE_3_length_21348_cov_1.003059
1046029	4894	1046125	4990	21348	NODE_3_length_21348_cov_1.003059
1046160	5031	1046204	5075	21348	NODE_3_length_21348_cov_1.003059
1046237	5103	1046286	5152	21348	NODE_3_length_21348_cov_1.003059
1046286	5153	1046422	5289	21348	NODE_3_length_21348_cov_1.003059
1046440	5309	1046505	5374	21348	NODE_3_length_21348_cov_1.003059
1046503	5374	1046540	5411	21348	NODE_3_length_21348_cov_1.003059
1046547	5421	1046587	5461	21348	NODE_3_length_21348_cov_1.003059
1046629	5504	1046667	5542	21348	NODE_3_length_21348_cov_1.003059
1046684	5559	1046734	5609	21348	NODE_3_length_21348_cov_1.003059
1046721	5592	1046780	5651	21348	NODE_3_length_21348_cov_1.003059
1046823	5697	1046882	5756	21348	NODE_3_length_21348_cov_1.003059
1046873	5748	1046936	5811	21348	NODE_3_length_21348_cov_1.003059
1047059	5935	1047131	6007	21348	NODE_3_length_21348_cov_1.003059
1047127	6000	1047175	6048	21348	NODE_3_length_21348_cov_1.003059
1047161	6031	1047232	6102	21348	NODE_3_length_21348_cov_1.003059
1047249	6120	1047295	6166	21348	NODE_3_length_21348_cov_1.003059
1047294	6164	1047349	6219	21348	NODE_3_length_21348_cov_1.003059
1047350	6221	1047386	6257	21348	NODE_3_length_21348_cov_1.003059
1047394	6263	1047438	6307	21348	NODE_3_length_21348_cov_1.003059
1047506	6373	1047545	6412	21348	NODE_3_length_21348_cov_1.003059
1047559	6421	1047639	6501	21348	NODE_3_length_21348_cov_1.003059
1047784	6644	1047855	6715	21348	NODE_3_length_21348_cov_1.003059
1047897	6764	1047940	6807	21348	NODE_3_length_21348_cov_1.003059
1047971	6828	1048092	6949	21348	NODE_3_length_21348_cov_1.003059
1048091	6949	1048159	7017	21348	NODE_3_length_21348_cov_1.003059
1048170	7023	1048233	7086	21348	NODE_3_length_21348_cov_1.003059
1048296	7150	1048368	7222	21348	NODE_3_length_21348_cov_1.003059
1048368	7221	1048406	7259	21348	NODE_3_length_21348_cov_1.003059
1048453	7301	1048584	7432	21348	NODE_3_length_21348_cov_1.003059
1048681	7534	1048752	7605	21348	NODE_3_length_21348_cov_1.003059
1048801	7645	1048889	7733	21348	NODE_3_length_21348_cov_1.003059
1048901	7743	1048960	7802	21348	NODE_3_length_21348_cov_1.003059
1048960	7800	1049016	7856	21348	NODE_3_length_21348_cov_1.003059
1049242	8092	1049310	8160	21348	NODE_3_length_21348_cov_1.003059
1049328	8178	1049384	8234	21348	NODE_3_length_21348_cov_1.003059
1049427	8279	1049475	8327	21348	NODE_3_length_21348_cov_1.003059
1049476	8327	1049522	8373	21348	NODE_3_length_21348_cov_1.003059
1049568	8411	1049632	8475	21348	NODE_3_length_21348_cov_1.003059
1049633	8474	1049692	8533	21348	NODE_3_length_21348_cov_1.003059
1049739	8579	1049790	8630	21348	NODE_3_length_21348_cov_1.003059
1049873	8717	1049923	8767	21348	NODE_3_length_21348_cov_1.003059
1049933	8774	1050001	8842	21348	NODE_3_length_21348_cov_1.003059
1050002	8844	1050041	8883	21348	NODE_3_length_21348_cov_1.003059
1050041	8882	1050104	8945	21348	NODE_3_length_21348_cov_1.003059
1050101	8941	1050155	8995	21348	NODE_3_length_21348_cov_1.003059
1050225	9065	1050316	9156	21348	NODE_3_length_21348_cov_1.003059
1050311	9154	1050393	9236	21348	NODE_3_length_21348_cov_1.003059
1050415	9255	1050464	9304	21348	NODE_3_length_21348_cov_1.003059
1050463	9304	1050500	9341	21348	NODE_3_length_21348_cov_1.003059
1050534	9381	1050585	9432	21348	NODE_3_length_21348_cov_1.003059
1050610	9456	1050651	9497	21348	NODE_3_length_21348_cov_1.003059
1050666	9509	1050706	9549	21348	NODE_3_length_21348_cov_1.003059
1050702	9546	1050775	9619	21348	NODE_3_length_21348_cov_1.003059
1050825	9666	1050869	9710	21348	NODE_3_length_21348_cov_1.003059
1050864	9706	1050904	9746	21348	NODE_3_length_21348_cov_1.003059
1050959	9808	1051013	9862	21348	NODE_3_length_21348_cov_1.003059
1051060	9905	1051122	9967	21348	NODE_3_length_21348_cov_1.003059
1051157	9999	1051314	10156	21348	NODE_3_length_21348_cov_1.003059
1051311	10149	1051418	10256	21348	NODE_3_length_21348_cov_1.003059
1051492	10326	1051562	10396	21348	NODE_3_length_21348_cov_1.003059
1051558	10391	1051632	10465	21348	NODE_3_length_21348_cov_1.003059
1051734	10569	1051780	10615	21348	NODE_3_length_21348_cov_1.003059
1051780	10614	1051839	10673	21348	NODE_3_length_21348_cov_1.003059
1051928	10762	1052024	10858	21348	NODE_3_length_21348_cov_1.003059
1052057	10888	1052094	10925	21348	NODE_3_length_21348_cov_1.003059
1052094	10922	1052148	10976	21348	NODE_3_length_21348_cov_1.003059
1052388	11219	1052442	11273	21348	NODE_3_length_21348_cov_1.003059
1052440	11273	1052547	11380	21348	NODE_3_length_21348_cov_1.003059
1052609	11442	1052664	11497	21348	NODE_3_length_21348_cov_1.003059
1052730	11577	1052795	11642	21348	NODE_3_length_21348_cov_1.003059
1052882	11738	1052959	11815	21348	NODE_3_length_21348_cov_1.003059
1052957	11814	1053021	11878	21348	NODE_3_length_21348_cov_1.003059
1053021	11879	1053068	11926	21348	NODE_3_length_21348_cov_1.003059
1053087	11942	1053142	11997	21348	NODE_3_length_21348_cov_1.003059
1053238	12098	1053373	12233	21348	NODE_3_length_21348_cov_1.003059
1053431	12291	1053474	12334	21348	NODE_3_length_21348_cov_1.003059
1053495	12360	1053532	12397	21348	NODE_3_length_21348_cov_1.003059
1053531	12397	1053598	12464	21348	NODE_3_length_21348_cov_1.003059
1053614	12483	1053676	12545	21348	NODE_3_length_21348_cov_1.003059
1053710	12583	1053748	12621	21348	NODE_3_length_21348_cov_1.003059
1053842	12717	1053882	12757	21348	NODE_3_length_21348_cov_1.003059
1053880	12759	1053914	12793	21348	NODE_3_length_21348_cov_1.003059
1053925	12808	1053961	12844	21348	NODE_3_length_21348_cov_1.003059
1053975	12861	1054030	12916	21348	NODE_3_length_21348_cov_1.003059
1054045	12929	1054175	13059	21348	NODE_3_length_21348_cov_1.003059
1054175	13060	1054295	13180	21348	NODE_3_length_21348_cov_1.003059
1054332	13224	1054380	13272	21348	NODE_3_length_21348_cov_1.003059
1054409	13307	1054551	13449	21348	NODE_3_length_21348_cov_1.003059
1054554	13453	1054633	13532	21348	NODE_3_length_21348_cov_1.003059
1054673	13578	1054713	13618	21348	NODE_3_length_21348_cov_1.003059
1054720	13629	1054776	13685	21348	NODE_3_length_21348_cov_1.003059
1054762	13673	1054834	13745	21348	NODE_3_length_21348_cov_1.003059
1054847	13765	1054910	13828	21348	NODE_3_length_21348_cov_1.003059
1054933	13854	1054977	13898	21348	NODE_3_length_21348_cov_1.003059
1055112	14041	1055219	14148	21348	NODE_3_length_21348_cov_1.003059
1055219	14150	1055290	14221	21348	NODE_3_length_21348_cov_1.003059
1055316	14245	1055377	14306	21348	NODE_3_length_21348_cov_1.003059
1055374	14305	1055409	14340	21348	NODE_3_length_21348_cov_1.003059
1055460	14399	1055516	14455	21348	NODE_3_length_21348_cov_1.003059
1055686	14633	1055733	14680	21348	NODE_3_length_21348_cov_1.003059
1055759	14709	1055807	14757	21348	NODE_3_length_21348_cov_1.003059
1055805	14757	1055841	14793	21348	NODE_3_length_21348_cov_1.003059
1055857	14811	1055895	14849	21348	NODE_3_length_21348_cov_1.003059
1055909	14862	1056006	14959	21348	NODE_3_length_21348_cov_1.003059
1056011	14963	1056058	15010	21348	NODE_3_length_21348_cov_1.003059
1056093	15048	1056159	15114	21348	NODE_3_length_21348_cov_1.003059
1056155	15112	1056288	15245	21348	NODE_3_length_21348_cov_1.003059
1056413	15379	1056570	15536	21348	NODE_3_length_21348_cov_1.003059
1056600	15569	1056665	15634	21348	NODE_3_length_21348_cov_1.003059
1056650	15620	1056709	15679	21348	NODE_3_length_21348_cov_1.003059
1056726	15701	1056808	15783	21348	NODE_3_length_21348_cov_1.003059
1056872	15859	1056906	15893	21348	NODE_3_length_21348_cov_1.003059
1056906	15892	1056944	15930	21348	NODE_3_length_21348_cov_1.003059
1056943	15931	1057011	15999	21348	NODE_3_length_21348_cov_1.003059
1057068	16056	1057130	16118	21348	NODE_3_length_21348_cov_1.003059
1057128	16114	1057221	16207	21348	NODE_3_length_21348_cov_1.003059
1057243	16237	1057323	16317	21348	NODE_3_length_21348_cov_1.003059
1057321	16316	1057361	16356	21348	NODE_3_length_21348_cov_1.003059
1057454	16464	1057508	16518	21348	NODE_3_length_21348_cov_1.003059
1057504	16515	1057546	16557	21348	NODE_3_length_21348_cov_1.003059
1057544	16557	1057585	16598	21348	NODE_3_length_21348_cov_1.003059
1057583	16597	1057626	16640	21348	NODE_3_length_21348_cov_1.003059
1057677	16693	1057727	16743	21348	NODE_3_length_21348_cov_1.003059
1057728	16746	1057825	16843	21348	NODE_3_length_21348_cov_1.003059
1057896	16924	1057971	16999	21348	NODE_3_length_21348_cov_1.003059
1057989	17020	1058024	17055	21348	NODE_3_length_21348_cov_1.003059
1058157	17190	1058266	17299	21348	NODE_3_length_21348_cov_1.003059
1058289	17327	1058334	17372	21348	NODE_3_length_21348_cov_1.003059
1058440	17486	1058475	17521	21348	NODE_3_length_21348_cov_1.003059
1058505	17553	1058552	17600	21348	NODE_3_length_21348_cov_1.003059
1058592	17650	1058631	17689	21348	NODE_3_length_21348_cov_1.003059
1058632	17688	1058668	17724	21348	NODE_3_length_21348_cov_1.003059
1058667	17721	1058735	17789	21348	NODE_3_length_21348_cov_1.003059
1058736	17793	1058815	17872	21348	NODE_3_length_21348_cov_1.003059
1058854	17908	1058906	17960	21348	NODE_3_length_21348_cov_1.003059
1058937	17992	1058975	18030	21348	NODE_3_length_21348_cov_1.003059
1058972	18030	1059056	18114	21348	NODE_3_length_21348_cov_1.003059
1059105	18168	1059175	18238	21348	NODE_3_length_21348_cov_1.003059
1059179	18243	1059259	18323	21348	NODE_3_length_21348_cov_1.003059
1059315	18385	1059439	18509	21348	NODE_3_length_21348_cov_1.003059
1059510	18579	1059561	18630	21348	NODE_3_length_21348_cov_1.003059
1059566	18636	1059613	18683	21348	NODE_3_length_21348_cov_1.003059
1059615	18684	1059691	18760	21348	NODE_3_length_21348_cov_1.003059
1059703	18776	1059773	18846	21348	NODE_3_length_21348_cov_1.003059
1059989	19076	1060020	19107	21348	NODE_3_length_21348_cov_1.003059
1060021	19111	1060053	19143	21348	NODE_3_length_21348_cov_1.003059
1060076	19169	1060108	19201	21348	NODE_3_length_21348_cov_1.003059
1060107	19202	1060155	19250	21348	NODE_3_length_21348_cov_1.003059
1060156	19250	1060207	19301	21348	NODE_3_length_21348_cov_1.003059
1060305	19404	1060347	19446	21348	NODE_3_length_21348_cov_1.003059
1060345	19445	1060426	19526	21348	NODE_3_length_21348_cov_1.003059
1060426	19525	1060526	19625	21348	NODE_3_length_21348_cov_1.003059
1060535	19636	1060585	19686	21348	NODE_3_length_21348_cov_1.003059
1060611	19718	1060660	19767	21348	NODE_3_length_21348_cov_1.003059
1060704	19813	1060746	19855	21348	NODE_3_length_21348_cov_1.003059
1060784	19899	1060871	19986	21348	NODE_3_length_21348_cov_1.003059
1060873	19990	1060922	20039	21348	NODE_3_length_21348_cov_1.003059
1061184	20324	1061293	20433	21348	NODE_3_length_21348_cov_1.003059
1061292	20437	1061349	20494	21348	NODE_3_length_21348_cov_1.003059
1061340	20488	1061384	20532	21348	NODE_3_length_21348_cov_1.003059
1061487	20629	1061520	20662	21348	NODE_3_length_21348_cov_1.003059
1061640	20789	1061755	20904	21348	NODE_3_length_21348_cov_1.003059
1061833	20990	1061880	21037	21348	NODE_3_length_21348_cov_1.003059
1061882	21041	1061954	21113	21348	NODE_3_length_21348_cov_1.003059
1062085	21244	1062120	21279	21348	NODE_3_length_21348_cov_1.003059
4146447	32669	4146514	32736	34018	NODE_4_length_34018_cov_1.005631
71111	298	71150	337	34018	NODE_4_length_34018_cov_1.005631
71312	500	71350	538	34018	NODE_4_length_34018_cov_1.005631
71544	714	71597	767	34018	NODE_4_length_34018_cov_1.005631
71673	827	71752	906	34018	NODE_4_length_34018_cov_1.005631
71766	918	71832	984	34018	NODE_4_length_34018_cov_1.005631
72194	1318	72244	1368	34018	NODE_4_length_34018_cov_1.005631
72239	1364	72293	1418	34018	NODE_4_length_34018_cov_1.005631
72355	1476	72390	1511	34018	NODE_4_length_34018_cov_1.005631
72408	1514	72481	1587	34018	NODE_4_length_34018_cov_1.005631
72493	1600	72546	1653	34018	NODE_4_length_34018_cov_1.005631
72592	1693	72645	1746	34018	NODE_4_length_34018_cov_1.005631
72670	1775	72739	1844	34018	NODE_4_length_34018_cov_1.005631
72876	1972	72916	2012	34018	NODE_4_length_34018_cov_1.005631
73524	2626	73580	2682	34018	NODE_4_length_34018_cov_1.005631
73986	3091	74045	3150	34018	NODE_4_length_34018_cov_1.005631
74031	3137	74138	3244	34018	NODE_4_length_34018_cov_1.005631
74493	3573	74555	3635	34018	NODE_4_length_34018_cov_1.005631
75114	4145	75182	4213	34018	NODE_4_length_34018_cov_1.005631
75357	4381	75564	4588	34018	NODE_4_length_34018_cov_1.005631
75590	4612	75637	4659	34018	NODE_4_length_34018_cov_1.005631
75691	4715	75731	4755	34018	NODE_4_length_34018_cov_1.005631
75727	4752	75842	4867	34018	NODE_4_length_34018_cov_1.005631
75966	4989	76036	5059	34018	NODE_4_length_34018_cov_1.005631
76353	5352	76407	5406	34018	NODE_4_length_34018_cov_1.005631
76626	5639	76691	5704	34018	NODE_4_length_34018_cov_1.005631
76964	5967	77002	6005	34018	NODE_4_length_34018_cov_1.005631
77285	6297	77320	6332	34018	NODE_4_length_34018_cov_1.005631
77458	6488	77521	6551	34018	NODE_4_length_34018_cov_1.005631
77800	6776	77832	6808	34018	NODE_4_length_34018_cov_1.005631
77898	6866	77967	6935	34018	NODE_4_length_34018_cov_1.005631
78025	6988	78061	7024	34018	NODE_4_length_34018_cov_1.005631
78151	7113	78243	7205	34018	NODE_4_length_34018_cov_1.005631
78243	7207	78292	7256	34018	NODE_4_length_34018_cov_1.005631
78380	7339	78503	7462	34018	NODE_4_length_34018_cov_1.005631
78719	7657	78755	7693	34018	NODE_4_length_34018_cov_1.005631
78871	7806	78925	7860	34018	NODE_4_length_34018_cov_1.005631
78937	7868	79013	7944	34018	NODE_4_length_34018_cov_1.005631
79015	7947	79052	7984	34018	NODE_4_length_34018_cov_1.005631
79118	8052	79162	8096	34018	NODE_4_length_34018_cov_1.005631
79207	8139	79298	8230	34018	NODE_4_length_34018_cov_1.005631
79363	8294	79465	8396	34018	NODE_4_length_34018_cov_1.005631
79569	8504	79687	8622	34018	NODE_4_length_34018_cov_1.005631
79704	8637	79767	8700	34018	NODE_4_length_34018_cov_1.005631
79765	8701	79820	8756	34018	NODE_4_length_34018_cov_1.005631
79827	8766	79861	8800	34018	NODE_4_length_34018_cov_1.005631
80049	9014	80120	9085	34018	NODE_4_length_34018_cov_1.005631
80135	9105	80174	9144	34018	NODE_4_length_34018_cov_1.005631
80173	9144	80252	9223	34018	NODE_4_length_34018_cov_1.005631
80299	9261	80366	9328	34018	NODE_4_length_34018_cov_1.005631
80374	9335	80456	9417	34018	NODE_4_length_34018_cov_1.005631
80458	9423	80503	9468	34018	NODE_4_length_34018_cov_1.005631
80519	9485	80560	9526	34018	NODE_4_length_34018_cov_1.005631
80562	9527	80601	9566	34018	NODE_4_length_34018_cov_1.005631
80601	9564	80698	9661	34018	NODE_4_length_34018_cov_1.005631
80841	9861	80912	9932	34018	NODE_4_length_34018_cov_1.005631
80920	9939	80969	9988	34018	NODE_4_length_34018_cov_1.005631
80963	9985	81013	10035	34018	NODE_4_length_34018_cov_1.005631
81003	10028	81080	10105	34018	NODE_4_length_34018_cov_1.005631
81180	10213	81218	10251	34018	NODE_4_length_34018_cov_1.005631
81228	10265	81262	10299	34018	NODE_4_length_34018_cov_1.005631
81289	10327	81351	10389	34018	NODE_4_length_34018_cov_1.005631
81349	10388	81407	10446	34018	NODE_4_length_34018_cov_1.005631
81474	10523	81544	10593	34018	NODE_4_length_34018_cov_1.005631
81584	10635	81625	10676	34018	NODE_4_length_34018_cov_1.005631
81709	10762	81771	10824	34018	NODE_4_length_34018_cov_1.005631
81790	10845	81850	10905	34018	NODE_4_length_34018_cov_1.005631
81913	10973	82012	11072	34018	NODE_4_length_34018_cov_1.005631
82050	11112	82092	11154	34018	NODE_4_length_34018_cov_1.005631
82124	11189	82168	11233	34018	NODE_4_length_34018_cov_1.005631
82248	11319	82295	11366	34018	NODE_4_length_34018_cov_1.005631
82295	11368	82341	11414	34018	NODE_4_length_34018_cov_1.005631
82373	11454	82432	11513	34018	NODE_4_length_34018_cov_1.005631
82485	11563	82659	11737	34018	NODE_4_length_34018_cov_1.005631
82695	11778	82768	11851	34018	NODE_4_length_34018_cov_1.005631
82767	11849	82839	11921	34018	NODE_4_length_34018_cov_1.005631
82837	11920	82941	12024	34018	NODE_4_length_34018_cov_1.005631
83058	12153	83130	12225	34018	NODE_4_length_34018_cov_1.005631
83174	12272	83232	12330	34018	NODE_4_length_34018_cov_1.005631
83242	12343	83298	12399	34018	NODE_4_length_34018_cov_1.005631
83294	12394	83334	12434	34018	NODE_4_length_34018_cov_1.005631
83448	12552	83486	12590	34018	NODE_4_length_34018_cov_1.005631
83635	12750	83695	12810	34018	NODE_4_length_34018_cov_1.005631
83697	12811	83735	12849	34018	NODE_4_length_34018_cov_1.005631
83754	12869	83793	12908	34018	NODE_4_length_34018_cov_1.005631
83846	12965	83937	13056	34018	NODE_4_length_34018_cov_1.005631
84030	13149	84089	13208	34018	NODE_4_length_34018_cov_1.005631
84246	13367	84294	13415	34018	NODE_4_length_34018_cov_1.005631
84382	13508	84455	13581	34018	NODE_4_length_34018_cov_1.005631
84477	13606	84528	13657	34018	NODE_4_length_34018_cov_1.005631
84558	13688	84598	13728	34018	NODE_4_length_34018_cov_1.005631
84709	13857	84815	13963	34018	NODE_4_length_34018_cov_1.005631
84962	14126	85056	14220	34018	NODE_4_length_34018_cov_1.005631
85055	14221	85151	14317	34018	NODE_4_length_34018_cov_1.005631
85150	14317	85215	14382	34018	NODE_4_length_34018_cov_1.005631
85284	14450	85366	14532	34018	NODE_4_length_34018_cov_1.005631
85387	14564	85466	14643	34018	NODE_4_length_34018_cov_1.005631
85503	14670	85571	14738	34018	NODE_4_length_34018_cov_1.005631
85595	14759	85671	14835	34018	NODE_4_length_34018_cov_1.005631
85781	14944	85819	14982	34018	NODE_4_length_34018_cov_1.005631
85854	15024	85945	15115	34018	NODE_4_length_34018_cov_1.005631
86071	15237	86161	15327	34018	NODE_4_length_34018_cov_1.005631
86206	15381	86252	15427	34018	NODE_4_length_34018_cov_1.005631
86248	15422	86380	15554	34018	NODE_4_length_34018_cov_1.005631
86408	15592	86665	15849	34018	NODE_4_length_34018_cov_1.005631
86721	15904	86773	15956	34018	NODE_4_length_34018_cov_1.005631
86828	16019	86881	16072	34018	NODE_4_length_34018_cov_1.005631
86930	16120	87000	16190	34018	NODE_4_length_34018_cov_1.005631
87046	16241	87113	16308	34018	NODE_4_length_34018_cov_1.005631
87255	16456	87394	16595	34018	NODE_4_length_34018_cov_1.005631
87423	16625	87466	16668	34018	NODE_4_length_34018_cov_1.005631
87791	17037	87855	17101	34018	NODE_4_length_34018_cov_1.005631
87937	17188	88004	17255	34018	NODE_4_length_34018_cov_1.005631
88002	17252	88141	17391	34018	NODE_4_length_34018_cov_1.005631
88266	17523	88322	17579	34018	NODE_4_length_34018_cov_1.005631
88384	17637	88426	17679	34018	NODE_4_length_34018_cov_1.005631
88473	17721	88509	17757	34018	NODE_4_length_34018_cov_1.005631
88600	17861	88656	17917	34018	NODE_4_length_34018_cov_1.005631
88759	18028	88820	18089	34018	NODE_4_length_34018_cov_1.005631
88819	18090	88917	18188	34018	NODE_4_length_34018_cov_1.005631
89016	18288	89079	18351	34018	NODE_4_length_34018_cov_1.005631
89147	18428	89203	18484	34018	NODE_4_length_34018_cov_1.005631
89265	18548	89380	18663	34018	NODE_4_length_34018_cov_1.005631
89466	18753	89677	18964	34018	NODE_4_length_34018_cov_1.005631
89682	18972	89713	19003	34018	NODE_4_length_34018_cov_1.005631
89712	19004	89770	19062	34018	NODE_4_length_34018_cov_1.005631
89769	19058	89868	19157	34018	NODE_4_length_34018_cov_1.005631
89893	19183	89944	19234	34018	NODE_4_length_34018_cov_1.005631
89993	19289	90036	19332	34018	NODE_4_length_34018_cov_1.005631
90058	19361	90103	19406	34018	NODE_4_length_34018_cov_1.005631
90100	19402	90265	19567	34018	NODE_4_length_34018_cov_1.005631
90265	19566	90305	19606	34018	NODE_4_length_34018_cov_1.005631
90410	19714	90447	19751	34018	NODE_4_length_34018_cov_1.005631
90447	19754	90527	19834	34018	NODE_4_length_34018_cov_1.005631
90551	19859	90660	19968	34018	NODE_4_length_34018_cov_1.005631
90692	20000	90735	20043	34018	NODE_4_length_34018_cov_1.005631
90786	20091	90848	20153	34018	NODE_4_length_34018_cov_1.005631
91019	20315	91141	20437	34018	NODE_4_length_34018_cov_1.005631
91172	20472	91275	20575	34018	NODE_4_length_34018_cov_1.005631
91322	20618	91379	20675	34018	NODE_4_length_34018_cov_1.005631
91473	20764	91525	20816	34018	NODE_4_length_34018_cov_1.005631
91570	20864	91625	20919	34018	NODE_4_length_34018_cov_1.005631
91697	20989	91759	21051	34018	NODE_4_length_34018_cov_1.005631
91759	21049	91813	21103	34018	NODE_4_length_34018_cov_1.005631
91867	21156	91915	21204	34018	NODE_4_length_34018_cov_1.005631
91916	21206	91953	21243	34018	NODE_4_length_34018_cov_1.005631
91973	21263	92057	21347	34018	NODE_4_length_34018_cov_1.005631
92122	21410	92153	21441	34018	NODE_4_length_34018_cov_1.005631
92154	21445	92186	21477	34018	NODE_4_length_34018_cov_1.005631
92234	21528	92402	21696	34018	NODE_4_length_34018_cov_1.005631
92467	21751	92508	21792	34018	NODE_4_length_34018_cov_1.005631
92504	21787	92542	21825	34018	NODE_4_length_34018_cov_1.005631
92653	21937	92750	22034	34018	NODE_4_length_34018_cov_1.005631
92765	22045	92805	22085	34018	NODE_4_length_34018_cov_1.005631
92804	22085	92875	22156	34018	NODE_4_length_34018_cov_1.005631
92944	22218	93022	22296	34018	NODE_4_length_34018_cov_1.005631
93171	22442	93404	22675	34018	NODE_4_length_34018_cov_1.005631
93533	22811	93574	22852	34018	NODE_4_length_34018_cov_1.005631
93780	23073	93868	23161	34018	NODE_4_length_34018_cov_1.005631
93866	23161	93907	23202	34018	NODE_4_length_34018_cov_1.005631
94013	23316	94089	23392	34018	NODE_4_length_34018_cov_1.005631
94088	23393	94159	23464	34018	NODE_4_length_34018_cov_1.005631
94191	23501	94241	23551	34018	NODE_4_length_34018_cov_1.005631
94310	23629	94386	23705	34018	NODE_4_length_34018_cov_1.005631
94390	23707	94459	23776	34018	NODE_4_length_34018_cov_1.005631
94455	23773	94535	23853	34018	NODE_4_length_34018_cov_1.005631
94533	23849	94580	23896	34018	NODE_4_length_34018_cov_1.005631
94582	23897	94617	23932	34018	NODE_4_length_34018_cov_1.005631
94659	23983	94736	24060	34018	NODE_4_length_34018_cov_1.005631
94736	24062	94796	24122	34018	NODE_4_length_34018_cov_1.005631
94840	24168	94945	24273	34018	NODE_4_length_34018_cov_1.005631
95147	24485	95209	24547	34018	NODE_4_length_34018_cov_1.005631
95246	24589	95353	24696	34018	NODE_4_length_34018_cov_1.005631
95444	24788	95488	24832	34018	NODE_4_length_34018_cov_1.005631
95483	24828	95530	24875	34018	NODE_4_length_34018_cov_1.005631
95540	24888	95574	24922	34018	NODE_4_length_34018_cov_1.005631
95574	24921	95776	25123	34018	NODE_4_length_34018_cov_1.005631
95967	25302	96011	25346	34018	NODE_4_length_34018_cov_1.005631
